,altname,altt,alttitle,altwhy,aw,award,awards,awattr,awref,awtype,bnote,bt,budget,by,cat,cattext,cost,coverage,date,dir,diraw,diraward,dirid,dirk,dirn,dirname,dirnote,dirstart,dist,distr,distributor,error,facts,fid,filmed,films,fnote,inc,kname,lang,length,mnote,moneynote,moneynotes,name,nm,nnote,notes,paw,pawattr,period,pname,prc,prcnote,prctext,prod,prodk,prodnote,prods,profit,rating,refdest,refto,reftype,released,rereleased,seen,sername,serno,sersize,sert,siteat,siteclass,sitedes,sitename,siteplace,sitetype,studio,studioloc,studios,t,time,ttl,url,vt,year
1671,,,,,,,,0,,H,,,,,Docu,,,,,,,,PHa,R,Haggard,Haggard,,@1980,,,,D(?),,PHa25,,"
   ",,,,,,,,,,,,,,,,Bregman,col,,,,R,,,,R,,,,,,,,extra,,Fu Manchy,,city,,Chicago,IL,,Aribage,,,Hugh Heffner: Once Upon A Time,,,,,1992
1672,,,,,,,,0,[5],H,,,,,Susp,,,,,,,,PLy,R,P.Lynch,P.Lynch,,@1980,,,,Aw(H),,PLy15,,"
   ",,,,,,,,,,,,,,,,,col,,,,,,,,R,,,,,,,,,,,,school,high school,,USA,,Filmline,Canada,,Cross Country,,,,,1983
1673,,,,,,,,,,,,,,,,,,,,,,,PMw,R,P.Maxwell,P.Maxwell,,@1980,,,,y(19yy?,,PMw10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Touch and Go,,,,,1980
1674,,,,,,,,,,,,,,,,,,,,,,,PSt,R,Starr,Starr,,@1980,,,,,,PSt10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,PG,,,,,,,,,,,,,,,,,,,,Take It To The Limit,,,,,1980
1675,,,,,,,,,,,,,,,,,,,,,,,ReD,R,Daalder,Daalder,,@1980,,,,,,ReD10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,Massacre at Central High,,,,,1980
1676,,,,,,,,**,[5],CG,,,,,Hist,,,,,,,,RFM,R,R.Maxwell,R.Maxwell,,@1980,,,,,,RFM20,,"
   ",,,,,4h,,,,R.Maxwell,,,,,,,R.Maxwell,col,,,,R,,,,PG,,,,,,,,,,,,mil.inst.,summer camp,Gettysburgh,PA,,Turner,,,Gettysburg,,,,,1993
1677,,,,,,,,0,,H,,,,,Docu,,,,,,,,RGr,R,R.Greenwald,R.Greenwald,,@1980,,,,,The Amnesty Files,RGr30,,"
   ",,,,,,,,,Rex Weiner,,,,,,,Steve McGlothan,TV,,,,N,,,,PG,,,,,,20Nov1990,,,,,,city,,Istanbul,Turkey,,Turner,,,Forgotten Prisoners,,,,,1980
1678,,,,,,,,,,,,,,,Comd,,,,,,,,RKa,R,Kaylor,Kaylor,,@1980,,,,,,RKa10,,"
   ",,,,,,,,,,,,,,,,Robbie Robertson,Tcol,,,,N,,,,R,,,,,,,,,,,,,,,,,Lorimar,,,Carny,,,,,1980
1679,,,,,,,,0,,H,,,,,ScFi,,,,,,,,RLi,R,Lieberman,Lieberman,,@1980,,,,,,RLi25,,"
   ",,,,,,,,,,,,,,,1975,Lieberman,col,,,,R,,,,PG13,,,,,,,,,,,,csd,forest,NYC,AZ,,Paramount,,,Fire in the Sky,,,,,1993
1680,,,,,,,,**,[5],CG,,,,,Actn,,,,,,,,RoH,R,Houston,Houston,,@1980,,,,,,RoH30,,"
   ",,,,,,,,,,,,,,,1400,Gregory Vaugn,col,,,,X,,,,,,,,,,,,,,,South,jail,prison,,USA,,,,,Caged Fear,,,,,1990
1681,,,,,,,,,,,,,,,ScFi,,,first,,,,,RoW,R,Wiemer,Wiemer,,@1980,,,,,topic:cloning,RoW10,,"
   ",,,,,,,,,Wiemer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna to the Infinite Power,,,,,1983
1682,,,,,,,,**,,AANdir,,,,,West,,75M,first,,,,,RR,R,Redford,Redford,,@1980,,,,Aw(AAN),,RR5,,"
   ",,,,,,,,,Richard LaGravenese,,,,AA,,1950,Redford,col,,,,R,,,,PG13,,,,,,5Apr1988,,,,,New England,csd,ranch,,MT,,Buena Vista,,,The Horse Whisperer,,,,,1998
1683,,,,,,,,0,,H,,,,,Comd,,,,,,,,RSr,R,Scheerer,Scheerer,,@1980,,,,,,RSr10,,"
   ",,,,,,,,,,,,,,,,,Mlab,,,,,,,,PG,,,,,,,,,,,,,,,,,Filmways,,,How to Beat the High Cost of Living,,,,,1980
1684,,,,,,,,*,[5],H,,,,,Actn,,,,,,,,RSp,R,Spottiswoode,Spottiswoode,,@1980,,,,y(1985),,RSp24,,"
   ",,,,,,,,,david Arnold,,,,AAN,,,Barbara Broccolli,col,,,,X,,,,R,,,,,,,,22,,Bond,,city,high school,Washington,DC,,HBO,,,Tomorrow Never Dies,,,,,1997
1685,,,,,,,,,,,,,,,Cart,,,,,,,,SBe,R,Bernasconi,Bernasconi,,@1980,,,,,,SBe10,,"
   ",,,,,1h,,,,Herv\'e,,,,,,,X Newman,col,,,,N,,,,,,,,,,,,,,Tin Tin,Arabia,,,,Africa,,Ellipse,,,The Adventures of Tin Tin: The Lure of Black Gold,,,,,1990
1686,,,,,,,,,,,,,,,Musc,,,,,,,,SfP,R,Stf.Paul,Stf.Paul,,@1980,,,,,,SfP6,,"
   ",,,,,,,,,Walter Grabowski,,,,,,1989,,col,,,,,,,,,,,,,,,,,,,,city,,Berlin,Germany,,Arsenal,,,Hotel Deutschland,,,,,1991
1687,,,,,,,,,,,,,,,,,,,,,,,SGr,R,Grieco,Grieco,,@1980,,,,y(19yy?,,SGr10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mad Dog,,,,,1980
1688,,,,,,,,,,,,,,,Dram,,,,,,,,SKw,R,Kwan,Kwan,,@1980,,,,,,SKw30,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city,,NYC,NY,,,,,Red Rose White Rose,,,,,1995
1689,,,,,,,,,,,,,,,Horr,,,first,,,,,SSC,R,Cunningham,Cunningham,,@1980,,,,,,SSC2l,,"
   ",,,,,,,,,David Smilow,,,,,,,Cunningham,,,,,R,,,,R,,,,,,,,,,,,school,camp,Crystal Lake,USA,,NewLine,,,Spring Break,,,,,1983
1690,,,,,,,,,,,,,,,,,,,,,,,SSz,R,Szlingerbaum,Szlingerbaum,,@1980,,,,,,SSz10,,"
   ",,,,"\Fr, Yiddish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brussels Transit,,,,,1980
1691,,,,,,,,*,,H,,,,,Romt,,,,,,,,SvP,R,Stv.Paul,Stv.Paul,,@1980,,,,,,SvP10,,"
   ",,,,,,,,,Stv.Paul,,,,,,,Stv.Paul,col,,,,N,,,,PG,,,,,,,,,,,,city,,NYC,NY,,International Picture Show of Atlanta,,,Falling in Love Again,,,,,1980
1692,,,,,,,,video,[4],AA,,,,,Comdx,,,,,,,,TaH,R,Hackford,Hackford,,@1980,,,,,,TaH32,,"
   ",,,,,,,,,Eric Hughes,,,,,,1974,Jerry Brick,col,,,,N,,,,R,,,,,,,,,,,Manhattan,law,law firm,Siberia,NY,,Columbia,,,The Devils Advocate,,,,,1997
1693,,,,,,,,,,,,,,,Dram,,,,,,,,TBl,R,Bill,Bill,,@1980,,,,,,TBl21,,"
   ",,,,,,,,,Patrick Duncan,,,,,,,,col,,,,,,,,PG,,,,,,,,,,,Minneapolis,town,diner,Hankston,ID,,,,,A Home of Our Own,,,,,1993
1694,,,,,,,,0,,H,,,,,Dram,,,,,,,,TCl,R,Clegg,Clegg,,@1980,,,,,,TCl10,,"
   ",,,,,,,,,,,,,,,,,Ecol,,,,,,,,,,,,,,,,,,,,,,,,,The Who Films,,,McVicar,,,,,1980
1695,,,,,,,,,,,,,,,Comd,silly,,first,,,,,TgD,R,Danielson,Danielson,,@1980,,,,,,TgD1,,"
   ",,,,,,,,,,,,,,,,,col,,,,,,,,,,,,,,16Feb1989,,,,,,,,,,,Svenska ord,,,The Adventures of Picasso,,,,,1980
1696,,,,,,,,**,,RE,,,,,West,,,,,,,,THu,R,T.Hunter,T.Hunter,,@1980,,,,i9xx),,THu30,,"
   ",,,,,,,,,Neal Jimenez,,,,,,1981,Martin Jurow,col,,,,N,,,,PG,,,,,,6Sep1993,,,,,West,csd,ranch,Santa Barbara,USA,,Columbia,,,Sylvester,,,,,1991
1697,,,,,,,,**+,,RE,,,,,Susp,,,,,,,,VeZ,R,Zimmerman,Zimmerman,,@1980,,,,y(1958 -- or another remake),,VeZ10,,"
   ",,,,,,,,,,,,,,,,Ron Hamady,,,,,X,,,,R,,,,,,,,,,,,city,,L.A.,CA,,,,,Fade to Black,,,,,1980
1698,,,,,,,,,,,,,,,Dram,,,,,,,,VlM,R,Menshov,Menshov,,@1980,,,,,,VlM10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city,,Moscow,USSR,,,,,Moscow Does Not Believe in Tears,,,,,1980
1699,,Where Gods Are Dead,,,,,,,,,,,,,Docu,,,,,,,,VLo,R,Lokkeberg,Lokkeberg,,@1980,,,,,,VLo50,,"
   ",,,,"\Yu, \No",,,,,,,,,,,,Lokkeberg,col,,,,R,,,,,,,,,,,,,,,,,,,Yugoslavia,,Norwegian Film Institute,,,De Gudene er Dode,,,,,1992
1700,,,,,,,,0,,H,,,,,Dram,,,,,,,,WaB,R,W.Bernstein,W.Bernstein,,@1980,,,,,,WaB10,,"
   ",,,,,,,,,,,,,,,,J.Lang,Tcol,,,,R,,,,PG,,,,,,,,,,,,,,,,,Universal,,,Little Miss Marker,,,,,1980
1701,,,,,,,,,,,,,,,,,,first?,,,,,WBo,R,Bogner,Bogner,,@1980,,,,y(19yy),,WBo10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Feuer, Eis, und Dynamit",,,,,1982
1702,,,,,,,,,,,,,,,,,,,,,,,WiH,R,W.Hale,W.Hale,,@1980,,,,y(19yy?),,WiH10,,"
   ",,,,,,,,,Peter Packer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stalk the Wild Child,,,,,1980
1703,,,,,,,,,,,,,,,Docu,,,,,,,,WMi,N,Rosenblum,Miles,,@1980,,,,y(19yy),,WMi25,,"
   ",,,,,,,,,,,,,,,1944,Rosenblum,col,,,,X,,,,,,,,,,,,,,,,mil.inst.,black tank battalion,,Germany,,Miles Educational,,,Liberators: Fighting on two Fronts in World War II,,,,,1992
1704,,,,,,,,,,AAN,,,,,Dram,,,first,,,,,YMZ,R,YM.Zhang,YM.Zhang,,@1980,,,,,withheld by Government from distribution,YMZ29,,"
   ",,,,Chinese,,,,,Yu Hua,,,,,,1958,Chiu FuSheng,col,,,,N,,,,,,,,,,,,,,,Northern,city,village,,China,,Orion,,,Keep Cool,,,,,1997
1705,,,,,,,,,,,,,,,,,,,,,,,YoM,R,Morita,Morita,,@1980,,,,,,YoM10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Family Game,,,,,1984
1706,,,,,,,,,,,,,,oscar has tape,ScFi,,,,,,,,Z28,R,Unknown28,Unknown28,,@1980,,,,y(198y) not in IMDB,,Z2810,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,resort,resort,,CA,,,,,Sexworld,,,,,1980
1707,,,,,,,,**,[5],CG,,,,,ScFi,,,,,,,,AbF,R,Ferrara ,Ferrara,,@1981,,,,y(198x),,AbF30,,"
   ",,,,,,,,,Nicholas StJohn,,,,,,,,col,,,,,,,,R,,,,,,,,,,,,mil.inst.,swamp,NYC,AL,,Warners,,,The Blackout,,,,,1997
1708,,,,,,,,0,,H,,,,,Porn,,,,,,,,AnB,R,A.Bergman,A.Bergman,,@1981,,,,y(1980,,AnB26,,"
   ",,,,,,,,,A.Bergman,,,,,,,Mike Lobell,col,,,,N,,,,R,,,,,,,,,,,,city,,Las Vegas,NV,,Warners,,,Striptease,,,,,1996
1709,,,,,,,,,,,,,,,,,,,,,,,ArN,R,Nicholson,Nicholson,,@1981,,,,,,ArN10,,"
   ",,,,,,,,,Walter Halsey Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deadline,,,,,1981
1710,,,,,,,,,,,,,,,Porn,,,,,,,,BoL,R,B.Logan,B.Logan,,@1981,,,,,,BoL10,,"
   ",,,,,,,,,Logan,,,,,,,Donald P. Borchers,col,,,,N,,,,,,,,,,,,,,,,resort,summer camp,,USA,,,,,Meatballs 4,,,,,1981
1711,,,,,,,,Weldon: Psychotronic,[16],VIP,,,,,Susp,,,,,,,,BSe,N,Barry Shear,B.Segal,,@1981,,,,,Three shorts,BSe20,,"
   ",,,,,,,,,,,,,,,,Peter Katz,T,,,,N,,,,,,,,,,,,,,,NYC,city,mansion,Buenes Aires,Argentina,,,,,Night Gallery,,,,,1981
1712,,,,,,,,*,[5],CG,,,,,ScFi,,,first,,,,,BDC,R,B.D.Clark,B.D.Clark,,@1981,,,,,Dir=B.D.Clark,BDC8,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,Galaxy of Terror,,,,,1981
1713,,,,,,,,*,,H,,,,,Comd,,,,,,,,BiP,R,Persky,Persky,,@1981,,,,,,BiP10,,"
   ",,,,,,,,,Cyra McFadden,,,,,,,Sidney Beckman,Mlab,,,,N,,,,R,,,,,,,,,,,,,,,,,Paramount,,,Serial,,,,,1981
1714,,,,,,,,,,,,,,,,,,,,,,,BMa,R,Malmouth,Malmouth,,@1981,,,,,,BMa10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,Nighthawks,,,,,1981
1715,,,,,,,,0,,H,,,,,Comd,,,first,,,,,CaG,R,Gottlieb,Gottlieb,,@1981,,,,,,CaG1,,"
   ",,,,,,,,,Lalo Schifrin,,,,,,BC,David Foster,Tcol,,,,X,,,,PG,,,,,,,,,,,,,,,,,U.A.,,,Caveman,,,,,1981
1716,,,,,,,,,,,,,,,BioP,,,,,,,,CBe,R,Ch.Beaumont,Ch.Beaumont,,@1981,,,,,,CBe10,,"
   ",,,,,,,,,,,,,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,Death of a Centerfold: the Dorothy Stratten Story,,,,,1981
1717,,,,,,,,,,,,,,,Dram,,,,,,,,CGi,R,Gion,Gion,,@1981,,,,,,CGi10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"P\'etrole, p\'etrole",,,,,1981
1718,,,,,,,,,,,,,,,,,,,,,,,CMq,R,C.Marquand,C.Marquand,,@1981,,,,y(19yy),,CMq10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Candy,,,,,1981
1719,,,,,,,,0,,H,,,,,,,,,,,,,DBd,R,D.Boyd,D.Boyd,,@1981,,,,y(1976?,,DBd10,,"
   ",,,,,,,,,,,,,,,,Don Boyd,col,,,,N,,,,,,,,,,,,,,,,,,,,,Boyd's Company,,,East of Elephant Rock,,,,,1981
1720,,,,,,,,0,,H,,,,,Fant,,,,,,,,DDa,R,Davis,Davis,,@1981,,,,,,DDa10,,"
   ",,,,,,,,,Harryhausen,,,,,,,Charles H. Schneer,Mcol,,,,N,,,,PG,,,,,,,,,,,,,,,,,MGM,,,Clash of the Titans,,,,,1981
1721,,,,,,,,**,[5],CG,,,,,Romt,,,,,,,,DSh,R,Shebib,Shebib,,@1981,,,,,,DSh10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,Ontario,city,,Toronto,Canada,,,,,Heartaches,,,,,1981
1722,,,,,,,,0,,H,,,,,Romt,,,,,,,,DSt,R,D.Steinberg,D.Steinberg,,@1981,,,,,,DSt10,,"
   ",,,,,,,,,,,,,,,,Jerry Tokovsky,Mlab,,,,N,,,,PG,,,,,,,,,,,,,,,,,Paramount,,,Paternity,,,,,1981
1723,,,,,,,,*,,H,,,,,Dram,,,,,,,,DuM,R,Makavejev,Makavejev,,@1981,,,,Dir),,DuM20,,"
   ",,,,"\GB, \ru, \Ge",,,,,,,,,,,,Joachim vonVietinghoff,col,,,,X,,,,R,,,,,,,,,,,,city,,Berlin,Germany,,Alert Film,,,Gorilla Bathes at Noon,,,,,1993
1724,,,,,,,,0,,H,,,,,Susp,,,,,,,,ErD,R,E.Day,E.Day,,@1981,,,,,,ErD10,,"
   ",,,,,,,,,,,,,,,,Jack Wiener,col,,,,N,,,,PG,,,,,,,,,,,,,,,,,ITC,,,Green Ice,,,,,1981
1725,,,,,,,,0,,H,,,,,Dram,,,,,,,,ETi,R,Till ,Till,,@1981,,,,,,Eti20,,"
   ",,,,,,,,,,,,,,,,,col,,,,,,,,PG,,,,,,27May1997,,,,,,town,,Bridgeport,CN,,Fox,Canada,,Murder at my Door,,,,,1996
1726,,,,,,,,,,,,,,,Horr,,,,,,,,FHe,R,Hennenlotter,Hennenlotter,,@1981,,,,,,FHe31,,"
   ",,,,,,,,,Hennenlotter,,,,,,,Edgar Ievens,,,,,N,,,,,,,,,,,,,,,Manhattan,city,,NYC,NY,,Analysis,,,Frankenhooker,,,,,1990
1727,,,,,,,,not,,H,,,,,Horr,,,,,,,,FLg,R,Laloggia,Laloggia,,@1981,,,,,,FLg10,,"
   ",,,,,,,,,Johnny Rotten,,,,,,,Charles M. Laloggia,,,,,X,,,,R,,,,,,,,,,,,school,parochial school,,,,Tristar,,,Fear No Evil,,,,,1981
1728,,,,,,,,,,,,,,,,,,first,,,,,FRi,R,Ripploh,Ripploh,,@1981,,,,,,FRi10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taxi zum Klo,,,,,1981
1729,,,,,,,,0,,H,,,,,Hist,,,,,,,,FRo,R,Roddam,Roddam,,@1981,,,,,,Fro28,,"
   ",,,,,,,,,Scott Roberts,,,,,,1978,Halmi,TV,miniseries,,,R,,,,R,,,,,,10Jun1993,,,,,Carolina,city,military school,Rome,Greece,,ABC,,,Cleopatra,,,,,1999
1730,,,,,,,,,,,,,,,CnRb,,,,,,,,FrV,R,Veber,Veber,,@1981,,,,,,FrV20,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaumont,,,Les Fugitifs,,,,,1986
1731,,,,,,,,**,,RE,,,,,CA,,,,,,,,GrB,R,G.Baker,G.Baker,,@1981,,,,,,GrB10,,"
   ",,,,,,,,,,,,,,,,Richard Kobritz,DeLuxe,,,,X,,,,R,,,,,,,,,,,London.,work,embassy,,CA,,Fox,,,Alien Nation,,,,,1988
1732,,,,,,,,*,[5],CG,,,,,Horr,,,,,,,,HAv,R,Avedis,Avedis,,@1981,,,,,,HAv10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,Mortuary,,,,,1981
1733,,,,,,,,**,,RE,,,,,Advt,,,first,,,,,IG,R,Glen,Glen,,@1981,,,,D(Glen),,IG6,,"
   ",,34.6M,,,,,,,Alec Mills,,,,,,,Cubby,col,,,,R,,,,PG,,,,,,"19Mar1988, 21Dec1997",,19,,Bond,West,csd,,Gibraltar,Afghanistan,,U.A.,,,License To Kill,,,,,1989
1734,,,,,,,,**,[5],CG,,,,,Actn,,,,,,,,JCL,R,J.Lord,J.Lord,,@1981,,,,,,JCL10,,"
   ",,,,,,,,,,,,,,,,,col,,,,,,,,R,,,,,,,,,,,,,,,,,,,,Visiting Hours,,,,,1981
1735,,,,,,,,0,,H,,,,,Advt,,,,,,,,JCp,R,Camp,Camp,,@1981,,,,,,JCp15,,"
   ",,,,,,,,,Joe Camp,,,,,,,Joe Camp,col,,,,N,,,,G,,,,,,,,,,,,csd,,,TX,,Mulberry Square,,,Hawmps,,,,,1982
1736,,,,,,,,,,,,,,,,,,,,,,,JFi,R,Fisk,Fisk,,@1981,,,,,,JFi10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,PG,,,,,,,,,,,,,,,,,,,,Raggedy Man,,,,,1981
1737,,L'Integrale,,Fr,,,,*,[5],AAN,,,,,Porn,,,first,,,,,JJB,R,Beineix,Beineix,,@1981,,,U.A.,y(19yy),,JJB15,,"
   ",,,,Fr,3:12,,,,,,,,,,,Irene Silberman,col,,,,X,,,,R,,,,,,16Sep1991,,,,,,city,,Paris,France,,Galaxie,,,37.2 le Matin,,,,,1986
1738,,,,,,,,,,,,,,,,,,,,,,,JnT,R,Tramont,Tramont,,@1981,,,,,,JnT10,,"
   ",,,,,,,,,,,,,,,,Jerry Weintraub,Tcol,,,,X,,,,R,,,,,,,,,,,,,,,,,Universal,,,All Night Long,,,,,1981
1739,,,,,,,,*,[5],CG,,,,,Comd,,,,,,,,KeS,R,K.Shapiro,K.Shapiro,,@1981,,,,,,KeS10,,"
   ",,,,,,,,,,,,,,,,,col,,,,,,,,PG,,,,,,,,,,,,,,,,,,,,Modern Problems,,,,,1981
1740,,,,,,,,,,AAN,,,,,Dram,,,,,,,,MBg,R,Bemberg,Bemberg,,@1981,,,,,,MBg10,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camila,,,,,1984
1741,,,,,,,,0,,H,,,,,,,,,,,,,MCb,R,Cimber,Cimber,,@1981,,,,,,MCb10,,"
   ",,,,,,,,,,,,,,,,Matt Cimber,Mcol,,,,N,,,,R,,,,,,,,,,,,,,,,,ParPar,,,Butterfly,,,,,1981
1742,,,,,,,,***,,CG,,,,,Musc,,,,,,,,MLe,R,Leo,Leo,,@1981,,,,,,MLe10,,"
   ",,,,,,,,,Andrew Solt,,,,,,,Andrew Solt,,,,,X,,,,PG,,,,,,,,,,,,city,,Memphis,TN,,,,,This is Elvis,,,,,1981
1743,,,,,,,,*,[5],CG,,,,,Comd,,,,,,,,MMo,R,Monicello,Monicello,,@1981,,,,,,MMo10,,"
   ",,,,,,,,,,,,,,,,,col,,,,,,,,R,,,,,,,,,,,,town,,Pisa,Italy,,,,,Lovers and Liars,,,,,1981
1744,,,,,,,,0,,H,,,,,BioP,,,first,,,,,MnB,R,Burke,Burke,,@1981,,,,,,MnB22,,"
   ",,,,,,,,,,,,,,,,Christopher Dalton,TV,,,,N,,,,PG,,,,,,,,,,,,work,,Silicon Valley,CA,,TNT,,,Pirates of Silicon Valley,,,,,1999
1745,,,,,,,,,,,,,,,Romt,,,,,,,,MSr,R,Soutter,Soutter,,@1981,,,,,,MSr10,,"
   ",,,,,,,,,Patrick Juvet,,,,,,,,,,,,,,,,,,,,,,,,,,,,river,lake,Lac Leman,Switzerland,,,,,L'amour des Femmes,,,,,1981
1746,,,,,,,,*,[5],CG,,,,,Horr,,,,,,,,MyR,R,M.Rose,M.Rose,,@1981,,,,,,MyR10,,"
   ",,,,,,,,,,,,,,,,Alan~Smithee,col,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,Student Bodies,,,,,1981
1747,,,,,,,,,,AAN,,The Lizard's Tail,,,Actn,,,,,,,,OlS,R,Ol.Stone,Ol.Stone,,@1981,,,Warners,,,OlS27,,"
   ",,,John~Williams,,,,,,Robert Richardson,,,,AA,,1963,Ol.Stone,col,may newsreel clips,,,X,,,,,,,,,,16Nov2000,,,,,Washington,sports,,football fields,USA,,Regency,,,Any Given Sunday,,,,,1999
1748,,,,,,,,0,,H,,,,,Comd,,,,,,,,OzS,R,O.Scott,O.Scott,,@1981,,,,,,OzS10,,"
   ",,,,,,,,,,,,,,,,Richard Pryor,Tcol,,,,N,,,,R,,,,,,,,,,,,,,,,,Universal,,,Bustin' Loose,,,,,1981
1749,,,,,,,,*,,H,,Monsieur Proust,,,Dram,,,first,,,,,PAd,R,Adlon,Adlon,,@1981,,,,y(198x),,PAd17,,"
   ",,,,,,,,,Bernd Hienl,,,,,,1943,Eleonore Adlon,col,,,,R,,,,,,,,,,,,,,,,csd,mojave desert,Munich,AK,,BRF,,,Salmonberries,,,,,1994
1750,,,,,,,,,,,,,,,,,,,,,,,PBz,R,Bonerz,Bonerz,,@1981,,,,,,PBz10,,"
   ",,,,,,,,,Tony Kenrick,,,,,,,,,,,,,,,,PG,,,,,,,,,,,,,,,,,,,,Nobody's Perfekt,,,,,1981
1751,,,,,,,,,,,,,,,Romt,,,,,,,,PCx,R,P.Cox,P.Cox,,@1981,,,,y(19yy),,PCx29,,"
   ",,,,,,,,,P.Cox,,,,,,1800,P.Cox,col,,,,R,,,,,,,,,,,,,,,,csd,,,Australia,,WDR,,,Touch Me,,,,,1994
1752,,,,,,,,,,,,,,,,,,first,,,,,PrW,R,Werner,Werner,,@1981,,,,,,PrWl,,"
   ",,,,,,,,,Paul Hensler,,,,,,,,,,,,,,,,PG,,,,,,,,,,,,,,,,,,,,Don't Cry It's Only Thunder,,,,,1981
1753,,,,,,,,0,,H,,,,,Porn,,,,,,,,QMa,R,Masters,Masters,,@1981,,,,"D, 19yy)",,QMa14,,"
   ",,,,,,,,,Jackie Collins,,,,,,,McElroy,col,,,,N,,,,R,,,,,,,,,,,,,,,,,Trans-American,Australia,,The Bitch,,,,,1984
1754,,,,,,,,**,[5],CG,,,,,Advt,,,,,,,,RFr,R,R.Franklin,R.Franklin,,@1981,,,,"y, D)",,RFr30,,"
   ",,,,,,,,,,,,,,,,H.A.Green,Tcol,,,,R,,,,R,,,,,,,,,,,,roads,,,Australia,,Universal,,,FX2 - The Deadly Art of Illusion,,,,,1991
1755,,,,,,,,0,,H,,,,,Horr,,,,,,,,RiR,R,Rick~Rosenthal,Rick~Rosenthal,,@1981,,,,,,RiR15,,"
   ",,,,,,,,,,,,,,,,Carpenter,Mcol,,,,X,,,,R,,,,,,,,,,,,,,,,,deLaurentiis,,,Bad Boys,,,,,1983
1756,,,,,,,,*,,H,,,,,BioPx,,,,,,,,RLT,R,R.L.Thomas,R.L.Thomas,,@1981,,,,,,RLT15,,"
   ",,,,,,,,,,,,,,,,Ronald Cohen,col,,,,N,,,,PG,,,,,,,,,,,,csd,,,CA,,CTV,Canada,,Terry Fox Story,,,,,1983
1757,,,,,,,,**,,H,,,,,Myst,,,,,,,,RMq,R,R.Marquand,R.Marquand,,@1981,,,,,,RMq10,,"
   ",,,John~Williams,,,,,,Joe Eszterhas,,,,AAN,,1940,Ransohoff,Mcol,,,,R,,,,R,,,,,,,,6,,Star Wars,Scotland,space,,London,Universe,,Columbia,,,Jagged Edge,,,,N-FA5,1985
1758,,,,,,,,,,,,,,,Docu ,,,first,,,,,RoM,R,Ron.Mann,Ron.Mann,,@1981,,,,,,RoM3,,"
   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comic Book Confidential,,,,,1989
1759,,,,,,,,***,,AAdir,,,,,Horr,cartoon and live,55M,,,,,,RZe,R,Zemeckis ,Zemeckis,,@1981,,,Paramount,Spielberg P?),,RZe25,,"
   ",,200M,,,,,,,Alan Silvestri,,,,AA,,1960-1985,Wendy Finerman,col,,,,X,,,,PG13,,,,,,27Nov1992,,,,,West,home,island,Hollywood,VT,,NewLine,,,What Lies Beneath,,,,,2000
1760,,,,,,,,*,,H,,,,,Comd,,,,,,,,SGo,R,S.Gordon,S.Gordon,,@1981,,,,D,,SGo15,,"
   ",,,,,,,,,,,,,,,,Greenhut,Tcol,,,,R,,,,PG,,,,,,,,,,,,,,,,,Orion,,,The Shooting Party,,,,,1984
